id,uid,candidate_name,key,matched_name
10334,06981,CHUDHARY IFTIKHAR HUSSAIN CHHACHHAR,NA,NA
10335,06993,Rubina Shaheen Wattoo,NA,NA
10336,07000,SYED RAZA ALI GILLANI,NA,NA
10337,06985,MIAN MUHAMMAD FIAZ,NA,NA
10338,06998,SYED GHULAM ALI SHAH,NA,NA
10339,06997,SYED ALI ASIM KIRMANI,NA,NA
10341,07001,SYED TANVEER HUSSAIN,NA,NA
10342,06989,MUHAMMAD AZHAR,NA,NA
10343,06980,AHMAD NAWAZ ABID,NA,NA
10345,06982,FIAZ AHMAD FOJDAR,NA,NA
10346,06995,SARDAR MUHAMMAD SAEED KHAN LADHUKA,NA,NA
10347,06986,MIAN MUJAHID HASSAN WATTOO,NA,NA
10348,06992,MUHAMMAD NAVEED ATA,NA,NA
10349,06990,MUHAMMAD IQBAL,NA,NA
10350,06987,MIRZA ALI RAZA,NA,NA
10351,06988,MUHAMMAD AYOUB,NA,NA
10352,06999,Syed Muhammad Ali Gillani,NA,NA
10354,06994,SARDAR JAVED IQBAL KHAN WATTOO,NA,NA
10355,06991,MUHAMMAD JAVEED,NA,NA
