id,uid,candidate_name,key,matched_name
6755,11022,Jam Khan Shoro,uuid:2e89edd6-9d57-4d2e-813a-2cebd7c03483,Jam Khan
6758,11019,Ayaz Latif Palijo,NA,NA
6761,11023,Mehfooz Ur Rehman Ursani,NA,NA
6764,11026,Qadir Bux Magsi,NA,NA
6767,11017,Abdul Majeed,NA,NA
6770,11025,Muhammad Ali Vighio,NA,NA
6773,11024,Muhammad Ali Abro,NA,NA
6776,11029,Saddam Hussain,NA,NA
6779,11027,Riaz Hussain,NA,NA
6785,11021,Habib Ur Rehman,uuid:dcf2f2bc-097a-41d9-99cf-f2fd1d4d83f3,Habibur Rehaman
6788,11030,Shahid Hussain Solangi,NA,NA
6793,11018,Allah Dad Talpur,NA,NA
