id,uid,candidate_name,key,matched_name
10139,06789,Muhammad Naeem Safdar,NA,NA
10142,06782,Manzoor Ahmed Insari,uuid:934811b2-69f8-420d-9da1-8c5f7f659942,M.Ahmad Ansari
10143,06781,Hafiz Muhammad Shahid,uuid:9147e047-02b5-4ef7-8b9d-81d4874ebc65,Hafiz M.Shahid
10144,06787,Muhammad Jawad,NA,NA
10145,06793,Syed Muhammad Zuhair Shah Hamdani,uuid:fd741380-5f18-4fc8-a611-183c319f622f,Zaheer Shah
10146,06790,Rosy Tobassum,uuid:7ee102c8-1cc1-4340-8705-512c4072081b,Rosy
10148,06784,Muhammad Ashraf Son Of Muhammad Ramzan,uuid:c37034e6-f122-4e50-84c1-beb4136ff4de,M.Ashraf
10150,06783,Muhammad Ashraf Son Of Muhammad Din,uuid:c5adf7f6-5d9e-4b0d-aeb2-120bce9820e3,M.Asraf
10154,06785,Muhammad Hammad,uuid:cbd77f22-095d-47d4-9aa8-ad5bc90e5d40,M.Hammad
10155,06780,Fayyaz Ur Rehman Khalid,uuid:862492ca-d1ce-4ff6-8f56-c4f99544d315,Fayyaz Ul Rehman
