id,uid,candidate_name,key,matched_name
7987,11524,hamid uzafar,NA,NA
7990,11539,Waqas Iqbal,NA,NA
7996,11538,Taufeeq uddin Siddiqui,NA,NA
7999,11530,Sajjad Haider,NA,NA
8005,11526,Muhammad Akbar Awan,NA,NA
8011,11528,Nadeem,NA,NA
8014,11532,Shahnawaz,uuid:e5d01d84-b7f8-4c98-b321-e5194824b747,Shanawaz
8026,11525,Karim Bux,uuid:6385b95c-2f8a-43de-8e69-aa223825a0f6,Karim Buksh
8033,NA,Muhammad Jhanzaib Khan,NA,NA
8035,11535,Syed  Zahid Zafar Ahmed Rizvi,uuid:be9249c3-fe75-4f48-998c-68f744a70523,Syed Zahid Zafar Ahmed
