id,uid,candidate_name,key,matched_name
4533,10318,Ali Gohar Khan Mahar,uuid:b11ad0b0-d88c-40bf-9a68-3dcc363ec97e,Ali Ghoar
4545,10329,Mohsin Hussain Shah,uuid:235acb7a-0fd7-418b-930e-189e95475023,Mohsin Hussian
4549,10323,Imdad Ali,uuid:97735c3e-6e51-4132-9fdc-c3b08b9fc704,Amdad Ali Billu
4553,10333,Shahnawaz Khan,NA,NA
4556,10324,Imdadullah,uuid:a5a12d3d-c97a-41b2-a6c7-da37eed6fccc,Amdadullah
4559,10330,Muhammad Hayat,uuid:52544233-50d7-4982-902e-27c42bcecb01,Mohammad Hayat
4561,10326,Jam Saifullah Khan,uuid:3b729f7a-de17-4f10-a2bf-1bbe821e97ae,Gulam Saifullah Khan
4563,10321,Habibullah Siddiqui,uuid:591bbbcb-e8ff-49e6-88b3-add415d4732a,Habibullah Sadiqu
4565,10328,Liaquat Ali,uuid:6184f3cc-1620-4cfb-9b93-3f3b0937f59c,Liaqat Ali
4567,10332,Sadaruddin,uuid:05f2ea4e-28dd-44ac-aa6d-119d222677bc,Sadarudin
4570,10317,Ali Gohar Khan Indhar,uuid:fdfde33f-b98c-4ffd-a6dc-995141734502,Ali Gohar
